"x"
"CLTCL1|8218"
"SPDYE8P|389517"
"CDKN2A|1029"
"LENG1|79165"
"DENND4C|55667"
"NT5M|56953"
"MAGI1|9223"
"TNFAIP2|7127"
"GPBP1L1|60313"
"SEC23IP|11196"
"C10orf32|119032"
"ATF1|466"
"ANXA2|302"
"HIGD2A|192286"
"FSCN1|6624"
"MAD1L1|8379"
"JARID2|3720"
"EPB41L5|57669"
"CCNG2|901"
"DGCR9|25787"
"ALOXE3|59344"
"ARMC2|84071"
"ABLIM2|84448"
"ATP8A1|10396"
"FAM160A2|84067"
"CHDH|55349"
"ELOF1|84337"
"LRCH3|84859"
"RUFY1|80230"
"SLPI|6590"
"KLHL17|339451"
"C16orf72|29035"
"KCNS3|3790"
"WDFY1|57590"
"RPPH1|85495"
"CWH43|80157"
"PLA2G2F|64600"
"CGN|57530"
"COL21A1|81578"
"CXCL2|2920"
"STK38L|23012"
"FLJ44606|401207"
"CYB5D2|124936"
"KIAA1797|54914"
"INSR|3643"
"UBE3A|7337"
"C16orf5|29965"
"MT2A|4502"
"TRIM14|9830"
"C21orf15|54094"
"SPINK5|11005"
"CTSW|1521"
"KLHL7|55975"
"SMYD4|114826"
"SETD1B|23067"
"KBTBD8|84541"
"HN1L|90861"
"LRRC37A3|374819"
"MAPK12|6300"
"MAP4|4134"
"MMP13|4322"
"CRIP1|1396"
"LRFN1|57622"
"NF1|4763"
"NT5E|4907"
"CCT6P1|643253"
"SAMD10|140700"
"GNRHR2|114814"
"ANKRD28|23243"
"C1D|10438"
"CDH3|1001"
"RG9MTD2|93587"
"RGS18|64407"
"WDFY3|23001"
"CPEB3|22849"
"TBX6|6911"
"STAT5B|6777"
"DPH1|1801"
"EGFL7|51162"
"KIAA1324|57535"
"HDC|3067"
"PLEKHN1|84069"
"ATG9A|79065"
"SLC35C1|55343"
"TJAP1|93643"
"C16orf46|123775"
"PBXIP1|57326"
"SCD5|79966"
"TAF1A|9015"
"ZNF70|7621"
"GABRD|2563"
"RTN4IP1|84816"
"CIDEA|1149"
"THSD4|79875"
"ADAM11|4185"
"C13orf18|80183"
"LCOR|84458"
"COMMD2|51122"
"HEXB|3074"
"TPD52|7163"
"MAPK9|5601"
"PRMT6|55170"
"SFRS11|9295"
"PSPH|5723"
"HACL1|26061"
"NUP43|348995"
"NECAP2|55707"
"IFRD2|7866"
"RETSAT|54884"
"GMCL1|64395"
"PALM|5064"
"VPS13A|23230"
"PISD|23761"
"C9orf140|89958"
"HMGN1|3150"
"GLRB|2743"
"TAOK1|57551"
"KBTBD7|84078"
"ACER2|340485"
"STAG3L4|64940"
"MMP1|4312"
"C18orf45|85019"
"EPPK1|83481"
"SMS|6611"
"C17orf101|79701"
"GIMAP7|168537"
"BAMBI|25805"
"LRRC8B|23507"
"FNDC3B|64778"
"ABHD6|57406"
"ZNF85|7639"
"WDR31|114987"
"MAPK8|5599"
"FAM185A|222234"
"RET|5979"
"HOPX|84525"
"LOC100190986|100190986"
"LOC728392|728392"
"TMEM143|55260"
"RNF111|54778"
"RPL4|6124"
"MEPCE|56257"
"RPAIN|84268"
"ATG16L2|89849"
"SLIT3|6586"
"EXOSC10|5394"
"PMAIP1|5366"
"HECTD3|79654"
"TRIM4|89122"
"KIAA1033|23325"
"NUP88|4927"
"DBF4B|80174"
"ZBTB8OS|339487"
"?|729884"
"C10orf10|11067"
"KIAA1267|284058"
"LSM14A|26065"
"SLC25A26|115286"
"PLK1S1|55857"
"SCRIB|23513"
"OSGEPL1|64172"
"AGAP1|116987"
"CDKL1|8814"
"PLOD1|5351"
"FUCA2|2519"
"EXT2|2132"
"FAU|2197"
"ZNF701|55762"
"PSMC3|5702"
"ACAD11|84129"
"RDH5|5959"
"RRAGC|64121"
"CCDC52|152185"
"RPL37A|6168"
"GTF2H4|2968"
"ZNF518B|85460"
"GMDS|2762"
"MIA3|375056"
"RIOK1|83732"
"FBXO30|84085"
"RAP2A|5911"
"ARFGAP2|84364"
"KCNQ1OT1|10984"
"KIFC1|3833"
"ZKSCAN3|80317"
"NRBF2|29982"
"SH2D4A|63898"
"RHEBL1|121268"
"PAPD5|64282"
"NDEL1|81565"
"TOMM20|9804"
"RNF2|6045"
"GPAM|57678"
"TBX21|30009"
"C20orf24|55969"
"SNX6|58533"
"SH3TC2|79628"
"RNF213|57674"
"C1orf88|128344"
"LOC146336|146336"
"KIF3C|3797"
"GNB1L|54584"
"EPHA7|2045"
"LRRC8A|56262"
"MED25|81857"
"NSF|4905"
"C14orf33|100129075"
"USP34|9736"
"TMEM9B|56674"
"GOLGA8A|23015"
"PDE4A|5141"
"FBXO45|200933"
"UQCRC2|7385"
"C19orf54|284325"
"FAM168A|23201"
"AMPH|273"
"DNM3|26052"
"NGEF|25791"
"TECPR1|25851"
"INPPL1|3636"
"TMEM176A|55365"
"AGPAT1|10554"
"SPSB2|84727"
"DLX3|1747"
"LOC728024|728024"
"CRIM1|51232"
"PABPC4|8761"
"SGMS1|259230"
"SLC8A1|6546"
"HLA-J|3137"
"LOC100271836|100271836"
"NOM1|64434"
"ZNF862|643641"
"SLC25A36|55186"
"GALNTL2|117248"
"TFB2M|64216"
"LOC92249|92249"
"LOC441666|441666"
"TGFB1|7040"
"C1orf52|148423"
"LOC100130581|100130581"
"MAN2C1|4123"
"C18orf18|147525"
"DEF6|50619"
"ELOVL7|79993"
"PTPRJ|5795"
"SLC11A1|6556"
"TRAPPC10|7109"
"ST8SIA2|8128"
"SEC23A|10484"
"ATG7|10533"
"NBPF16|728936"
"KIAA1841|84542"
"NFAM1|150372"
"ALDH7A1|501"
"GARS|2617"
"GMPR2|51292"
"C11orf70|85016"
"TULP3|7289"
"IFT20|90410"
"TRNT1|51095"
"RPE|6120"
"ZNF688|146542"
"LIMCH1|22998"
"LOC100286844|100286844"
"RABGAP1L|9910"
"FAM160B1|57700"
"TEX9|374618"
"TTLL1|25809"
"TNFSF10|8743"
"C14orf174|161394"
"FAM102B|284611"
"NRTN|4902"
"OXNAD1|92106"
"RAET1G|353091"
"BOLA3|388962"
"POM121|9883"
"MAGED1|9500"
"MSRB2|22921"
"ZNF473|25888"
"OSBPL1A|114876"
"EHBP1|23301"
"UNG|7374"
"FBXO21|23014"
"CLEC10A|10462"
"AP3S2|10239"
"TBC1D23|55773"
"CBR1|873"
"ING2|3622"
"NEK6|10783"
"NUP205|23165"
"CEBPZ|10153"
"ZNHIT1|10467"
"SVIP|258010"
"HARBI1|283254"
"PHF2|5253"
"JDP2|122953"
"NHEDC2|133308"
"SAT1|6303"
"HSD17B1|3292"
"IGF2BP2|10644"
"UBXN8|7993"
"ADCK4|79934"
"MPV17L2|84769"
"ALG12|79087"
"SLC25A33|84275"
"COBL|23242"
"HS1BP3|64342"
"MAPK14|1432"
"DCN|1634"
"TNS1|7145"
"NBPF14|25832"
"KIAA1755|85449"
"TRAF2|7186"
"FNBP4|23360"
"KRT4|3851"
"NAPA|8775"
"DHTKD1|55526"
"ARAP2|116984"
"B4GALNT3|283358"
"KIF27|55582"
"PANK3|79646"
"DGCR5|26220"
"FLRT2|23768"
"ZNF347|84671"
"NAPG|8774"
"BCAS4|55653"
"NT5DC3|51559"
"SLC2A13|114134"
"SFXN1|94081"
"FLJ44635|392490"
"INTS6|26512"
"CDC42SE1|56882"
"IL6|3569"
"IMMP1L|196294"
"PI4K2A|55361"
"AP3M1|26985"
"RPS6KA1|6195"
"ORAI1|84876"
"NCSTN|23385"
"MELK|9833"
"ZNF689|115509"
"THAP9|79725"
"CASC4|113201"
"KATNB1|10300"
"HEYL|26508"
"PHLDA2|7262"
"HLA-DQA1|3117"
"CLEC2B|9976"
"NRD1|4898"
"TIMM9|26520"
"AEBP2|121536"
"FRMD4B|23150"
"LRP10|26020"
"RICTOR|253260"
"RABL5|64792"
"EPC2|26122"
"UCA1|652995"
"NCAPG2|54892"
"SLFN5|162394"
"CWF19L2|143884"
"C1orf74|148304"
"AP3B2|8120"
"LOC283267|283267"
"ALG13|79868"
"SNX4|8723"
"ERLEC1|27248"
"BYSL|705"
"CFI|3426"
"ASH2L|9070"
"PPP3CB|5532"
"C1orf172|126695"
"RABGEF1|27342"
"ZNF704|619279"
"MEX3C|51320"
"CXCR3|2833"
"NBL1|4681"
"C2CD4A|145741"
"PHYHIPL|84457"
"SNX31|169166"
"PLXDC2|84898"
"STK11|6794"
"APLP2|334"
"KRTDAP|388533"
"LY6G6C|80740"
"ASCC3|10973"
"IL1RN|3557"
"BEND5|79656"
"SUV420H2|84787"
"HAPLN3|145864"
"HBA1|3039"
"DCUN1D3|123879"
"DUSP27|92235"
"POLR2J4|84820"
"SFRS17A|8227"
"GLT25D2|23127"
"RBM19|9904"
"INTS1|26173"
"PSKH1|5681"
"HYLS1|219844"
"RHOC|389"
"EBP|10682"
"LOC339047|339047"
"SMOC2|64094"
"NCRNA00162|378825"
"ALPK3|57538"
"ARF3|377"
"C7orf29|113763"
"IPO4|79711"
"EIF3G|8666"
"PMPCA|23203"
"PDIA6|10130"
"GSTM1|2944"
"NAF1|92345"
"CEBPB|1051"
"MCM3APAS|114044"
"SSSCA1|10534"
"PDIK1L|149420"
"AADAT|51166"
"LBH|81606"
"LOH12CR1|118426"
"SYMPK|8189"
"IL18BP|10068"
"ERCC3|2071"
"RERE|473"
"C1QBP|708"
"NAA38|51691"
"POLQ|10721"
"ATP2C1|27032"
"FSD1|79187"
"FAM162A|26355"
"CCM2|83605"
"SETX|23064"
"PLAT|5327"
"RPL11|6135"
"ANKRD37|353322"
"HIPK2|28996"
"ANKRD40|91369"
"DISP2|85455"
"NEK1|4750"
"FLVCR1|28982"
"NAGK|55577"
"FOXJ1|2302"
"FLJ35220|284131"
"LXN|56925"
"OSCAR|126014"
"PLUNC|51297"
"ZBED1|9189"
"RHBG|57127"
"PCDHB7|56129"
"DNAJC8|22826"
"AVPI1|60370"
"PTGR2|145482"
"RHOF|54509"
"WDR92|116143"
"IL9R|3581"
"PSTK|118672"
"ZNF292|23036"
"CALML5|51806"
"SF3B14|51639"
"GSDMA|284110"
"OR2A4|79541"
"MTMR10|54893"
"RTN4RL1|146760"
"PRR5L|79899"
"SYT1|6857"
"ATL2|64225"
"LOC93622|93622"
"FAM83A|84985"
"EPB49|2039"
"CDK11A|728642"
"TAB2|23118"
"SWAP70|23075"
"IP6K1|9807"
"SORD|6652"
"C11orf2|738"
"SLC16A8|23539"
"DUSP5P|574029"
"HYAL1|3373"
"BHLHE22|27319"
"REPIN1|29803"
"FBXO16|157574"
"MBTPS2|51360"
"TET2|54790"
"CCDC19|25790"
"LOC100216545|100216545"
"MYST4|23522"
"EIF4G1|1981"
"ZNF563|147837"
"EXOC6B|23233"
"KIAA0114|57291"
"FAM122A|116224"
"HSD17B7P2|158160"
"PBK|55872"
"CCDC23|374969"
"ANXA6|309"
"SERINC1|57515"
"ARHGAP32|9743"
"ZBTB39|9880"
"SYN1|6853"
"CRYBG3|131544"
"ADCY2|108"
"TNIK|23043"
"STAMBP|10617"
"MYO9A|4649"
"ARHGDIA|396"
"PCDH9|5101"
"KATNAL1|84056"
"DHPS|1725"
"ACYP1|97"
"STK36|27148"
"LOC728264|728264"
"CROT|54677"
"OBFC2B|79035"
"MED12|9968"
"ALPL|249"
"TNS3|64759"
"PPM1N|147699"
"MSX2|4488"
"DAGLA|747"
"MUL1|79594"
"WBP11|51729"
"DHFR|1719"
"ATP6V0C|527"
"CD302|9936"
"C7orf11|136647"
"TNFAIP8L1|126282"
"FBXO2|26232"
"GOLGB1|2804"
"PRPF39|55015"
"ANKRD57|65124"
"ABLIM1|3983"
"PDE3B|5140"
"A2ML1|144568"
"CASP7|840"
"SLC23A2|9962"
"ZNF583|147949"
"PDCD1LG2|80380"
"RAD51L3|5892"
"FAM83F|113828"
"PHYH|5264"
"YIPF1|54432"
"TADA1|117143"
"MTIF2|4528"
"NCF1B|654816"
"NEU3|10825"
"SEPT9|10801"
"ASPG|374569"
"STK38|11329"
"ZNF883|169834"
"DIS3L|115752"
"P2RX1|5023"
"CDC23|8697"
"PDCD6|10016"
"POTEF|728378"
"SDPR|8436"
"NKIRAS1|28512"
"ZNF512|84450"
"PTCD2|79810"
"AIDA|64853"
"NICN1|84276"
"SCAPER|49855"
"KDM5D|8284"
"RIPK1|8737"
"RNF165|494470"
"ZNF30|90075"
"GGA3|23163"
"PRRX2|51450"
"HNRNPF|3185"
"GTF3C6|112495"
"P2RX6|9127"
"RNF5|6048"
"MEOX2|4223"
"DHX32|55760"
"C19orf36|113177"
"SETD6|79918"
"ZNF302|55900"
"DUS4L|11062"
"ADAM10|102"
"VEGFA|7422"
"TMEM79|84283"
"EBF1|1879"
"LGALS9C|654346"
"PIH1D2|120379"
"DARS|1615"
"INPP5D|3635"
"RRP15|51018"
"FCGR3A|2214"
"MKI67|4288"
"APOM|55937"
"FCF1|51077"
"PPAP2B|8613"
"NEK9|91754"
"PFKP|5214"
"LOC90834|90834"
"NAAA|27163"
"MED23|9439"
"DENND1B|163486"
"CAPN5|726"
"SLC12A7|10723"
"FAM26E|254228"
"HPDL|84842"
"EGLN1|54583"
"CLIP1|6249"
"ELN|2006"
"PNPLA4|8228"
"UBA3|9039"
"GEMIN6|79833"
"EIF3K|27335"
"NRCAM|4897"
"EMR2|30817"
"ADM2|79924"
"LZTR1|8216"
"NIPSNAP1|8508"
"UBAP2L|9898"
"UAP1L1|91373"
"NPC2|10577"
"TDG|6996"
"GLDC|2731"
"KIF19|124602"
"ST14|6768"
"MCTP1|79772"
"NPLOC4|55666"
"FDXACB1|91893"
"DOK6|220164"
"CDKN2B|1030"
"PPM1K|152926"
"LRRC32|2615"
"HSPC157|29092"
"PRSS22|64063"
"LRRC40|55631"
"TCEAL7|56849"
"UBE2L3|7332"
"HMGB2|3148"
"TCEA2|6919"
"SGCA|6442"
"GABBR1|2550"
"PCDHGB5|56101"
"UCHL1|7345"
"HINT1|3094"
"LANCL1|10314"
"CABIN1|23523"
"PRPF19|27339"
"SLC25A23|79085"
"NDUFA8|4702"
"PKDREJ|10343"
"TM2D2|83877"
"HSPB2|3316"
"SELS|55829"
"C6orf168|84553"
"COMMD5|28991"
"KHDC1L|100129128"
"ARHGAP26|23092"
"TMED2|10959"
"IL13RA1|3597"
"PAQR8|85315"
"RPL36AL|6166"
"LBX2|85474"
"MEMO1|51072"
"PRPH2|5961"
"LOC388242|388242"
"TRIM23|373"
"SLC39A6|25800"
"SLC9A6|10479"
"PARP4|143"
"FLJ40330|645784"
"CCDC150|284992"
"BOD1L|259282"
"LOC728875|728875"
"BACH1|571"
"ARHGEF10L|55160"
"NIF3L1|60491"
"ZFP64|55734"
"PODXL|5420"
"RIN3|79890"
"ANKRD5|63926"
"ANKMY1|51281"
"BST2|684"
"SLC25A22|79751"
"C6orf150|115004"
"NAALADL1|10004"
"CC2D2A|57545"
"NDUFS8|4728"
"ZNF683|257101"
"PELI3|246330"
"ZNF445|353274"
"AQP3|360"
"MAP1S|55201"
"TGFBR1|7046"
"ESAM|90952"
"HLA-C|3107"
"JRKL|8690"
"TMEM106B|54664"
"PLXND1|23129"
"ECH1|1891"
"TTLL7|79739"
"MIF4GD|57409"
"TCEA1|6917"
"E4F1|1877"
"CHST14|113189"
"LOC399959|399959"
"PUS3|83480"
"AMN1|196394"
"LRRC20|55222"
"CD86|942"
"KHDRBS3|10656"
"RPL28|6158"
"TIMM13|26517"
"TIAL1|7073"
"ANXA2P2|304"
"KIAA0196|9897"
"MMP19|4327"
"GEMIN4|50628"
"PSMC6|5706"
"MAN1A2|10905"
"PRSS12|8492"
"PDE4D|5144"
"CKMT1A|548596"
"GDPD5|81544"
"C6orf130|221443"
"?|57714"
"PIP5KL1|138429"
"CHAC1|79094"
"TMF1|7110"
"NLGN2|57555"
"SND1|27044"
"IDH3B|3420"
"LEPREL1|55214"
"ATXN7L2|127002"
"EXOSC3|51010"
"EEF2|1938"
"MAGEA3|4102"
"PPARD|5467"
"WDR76|79968"
"FAM10A4|145165"
"ST6GALNAC2|10610"
"EXOSC9|5393"
"ZNF37B|100129482"
"DNAJB14|79982"
"SOD2|6648"
"MYO10|4651"
"C1orf203|84852"
"CERK|64781"
"LY6D|8581"
"GSTCD|79807"
"FGL2|10875"
"PITPNA|5306"
"VARS|7407"
"ANKRD13C|81573"
"C2orf28|51374"
"RASSF2|9770"
"GTF2F1|2962"
"SLC25A32|81034"
"RCHY1|25898"
"HAUS3|79441"
"SYNCRIP|10492"
"NFKBIL1|4795"
"C9orf100|84904"
"PPIF|10105"
"CYFIP1|23191"
"C2CD4C|126567"
"S1PR1|1901"
"USP27X|389856"
"THBS1|7057"
"PCDH20|64881"
"ARHGEF9|23229"
"HS2ST1|9653"
"PLVAP|83483"
"C20orf30|29058"
"SAMD9L|219285"
"ARHGAP27|201176"
"CDK10|8558"
"ZNF487|642819"
"CCDC42B|387885"
"SORBS2|8470"
"BCAR3|8412"
"ABHD4|63874"
"MGC70857|414919"
"ZNF251|90987"
"LEF1|51176"
"ZNF684|127396"
"BCL2L10|10017"
"TEC|7006"
"ZDHHC13|54503"
"ZNF581|51545"
"SMCHD1|23347"
"FOXS1|2307"
"ABAT|18"
"TSSK6|83983"
"ZNF256|10172"
"ASAP3|55616"
"LOC100133991|100133991"
"CCRN4L|25819"
"FAM113B|91523"
"BRD4|23476"
"MAX|4149"
"MYO7B|4648"
"ZNF642|339559"
"PKM2|5315"
"SYAP1|94056"
"RFTN2|130132"
"TSPYL3|128854"
"FOXP4|116113"
"C17orf55|284185"
"FKBP9|11328"
"C6orf145|221749"
"CD200|4345"
"MAPRE3|22924"
"ZNF542|147947"
"SLC6A8|6535"
"PIP5K1B|8395"
"SIX2|10736"
"C6orf153|88745"
"UTP3|57050"
"CTRL|1506"
"GLYR1|84656"
"TRIB1|10221"
"LYRM5|144363"
"SBNO1|55206"
"PPP1R14B|26472"
"DGKD|8527"
"POPDC2|64091"
"KRT5|3852"
"NCRNA00219|114915"
"BZRAP1|9256"
"ZC3H13|23091"
"RAB2B|84932"
"DNAL4|10126"
"MYSM1|114803"
"ZNF750|79755"
"STAT1|6772"
"NPM2|10361"
"ZFP161|7541"
"FAM13C|220965"
"IRX5|10265"
"FAM131B|9715"
"ZNF321|399669"
"SLC39A2|29986"
"ITGB5|3693"
"DHX29|54505"
"PCCA|5095"
"DDX26B|203522"
"PSMA2|5683"
"LY96|23643"
"NTN4|59277"
"LOC646471|646471"
"ST8SIA4|7903"
"PMF1|11243"
"QKI|9444"
"GCC1|79571"
"EFHD2|79180"
"SNX27|81609"
"AHRR|57491"
"GJC1|10052"
"CDCA7L|55536"
"SHFM1|7979"
"LPGAT1|9926"
"CYBB|1536"
"MAP3K1|4214"
"NOG|9241"
"SAMD12|401474"
"CTPS|1503"
"AGAP6|414189"
"PNPLA6|10908"
"TMEM184C|55751"
"OSBP|5007"
"SF3B1|23451"
"POLR3A|11128"
"RBM4B|83759"
"LSG1|55341"
"TSPAN10|83882"
"PDCD10|11235"
"PTPRO|5800"
"GTPBP4|23560"
"CSNK1A1|1452"
"DPT|1805"
"PHTF1|10745"
"C18orf32|497661"
"DEPDC1B|55789"
"TMC4|147798"
"LY75|4065"
"TLL1|7092"
"C17orf108|201229"
"ABCC9|10060"
"KCTD6|200845"
"ICAM5|7087"
"GPR75|10936"
"PIGX|54965"
"AP4M1|9179"
"ASCL2|430"
"KDM5A|5927"
"DGCR6L|85359"
"PEX2|5828"
"SEP15|9403"
"FAM65C|140876"
"ESYT1|23344"
"MFSD3|113655"
"PER2|8864"
"DYRK1A|1859"
"RHOJ|57381"
"GNPAT|8443"
"SUSD3|203328"
"QTRT1|81890"
"OXGR1|27199"
"HEATR6|63897"
"FDX1|2230"
"CDKN1B|1027"
"RPS8|6202"
"DMC1|11144"
"LOC283174|283174"
"SFXN3|81855"
"GTPBP2|54676"
"TMEM154|201799"
"C15orf62|643338"
"IDO1|3620"
"HMGN2|3151"
"WDR75|84128"
"AMFR|267"
"FAM21B|55747"
"HERC4|26091"
"SEC13|6396"
"PRIM2|5558"
"CCDC74B|91409"
"ASAM|79827"
"ZNF592|9640"
"DPM2|8818"
"C13orf29|283487"
"DTX2|113878"
"KIAA1919|91749"
"UBQLN2|29978"
"LOC283314|283314"
"NCAPH|23397"
"FAM82A1|151393"
"HNRNPAB|3182"
"CDCA3|83461"
"ANKFY1|51479"
"KLRB1|3820"
"ARIH2|10425"
"C20orf111|51526"
"WSCD2|9671"
"SSU72|29101"
"BAI2|576"
"C17orf82|388407"
"BUB3|9184"
"EREG|2069"
"CCR5|1234"
"C12orf10|60314"
"SLC37A1|54020"
"EFCAB7|84455"
"C1orf170|84808"
"STK3|6788"
"CISD3|284106"
"RPS14|6208"
"MKRN3|7681"
"C16orf88|400506"
"MYBL2|4605"
"NRIP3|56675"
"COL22A1|169044"
"DGCR8|54487"
"FOXJ2|55810"
"HEATR3|55027"
"CENPBD1|92806"
"COASY|80347"
"SEPN1|57190"
"TLK1|9874"
"MTP18|51537"
"TSPYL1|7259"
"ZNF669|79862"
"ROBO1|6091"
"YIPF3|25844"
"LUC7L3|51747"
"EIF4EBP3|8637"
"PSAT1|29968"
"SRRM2|23524"
"KIAA0802|23255"
"KCTD17|79734"
"TRMT12|55039"
"SP140L|93349"
"C8orf58|541565"
"GADD45A|1647"
"ZNF658|26149"
"C7orf51|222950"
"DSCR6|53820"
"PAX8|7849"
"RASA4|10156"
"FAM108B1|51104"
"ZEB2|9839"
"TSPAN5|10098"
"SIL1|64374"
"PHLDB2|90102"
"KCTD20|222658"
"FAM126A|84668"
"ARHGAP28|79822"
"POLR2G|5436"
"PCNXL3|399909"
"RG9MTD1|54931"
"PARP11|57097"
"TRIM34|53840"
"MSI1|4440"
"SHPK|23729"
"VPS52|6293"
"ALDH1A3|220"
"SENP7|57337"
"GCLC|2729"
"RABGGTA|5875"
"GPBP1|65056"
"TTLL5|23093"
"EIF3D|8664"
"DARC|2532"
"CHEK2|11200"
"JUN|3725"
"TTC13|79573"
"AKAP1|8165"
"THAP10|56906"
"PTPDC1|138639"
"ACP2|53"
"FAM50B|26240"
"AGAP3|116988"
"RGNEF|64283"
"PRKCQ|5588"
"KCNH8|131096"
"MFSD6L|162387"
"PLXNB2|23654"
"TM9SF4|9777"
"ZNF565|147929"
"RAVER1|125950"
"FAM49A|81553"
"GINS1|9837"
"FAM20B|9917"
"LRIG2|9860"
"GSTZ1|2954"
"EFEMP2|30008"
"C6orf136|221545"
"NT5C2|22978"
"PHKA2|5256"
"RPL14|9045"
"FXC1|26515"
"IFFO2|126917"
"FRK|2444"
"TMEM218|219854"
"TACR2|6865"
"SPC24|147841"
"MST4|51765"
"TYW3|127253"
"PMS2L3|5387"
"KCTD13|253980"
"S1PR4|8698"
"GRIN2D|2906"
"PHF19|26147"
"MGRN1|23295"
"SMNDC1|10285"
"LPCAT3|10162"
"PHB2|11331"
"LMNA|4000"
"ERCC6|2074"
"MARCH7|64844"
"MPP3|4356"
"ZNF711|7552"
"ADCY4|196883"
"CNOT10|25904"
"NFYC|4802"
"OSCP1|127700"
"ZFYVE20|64145"
"COL15A1|1306"
"DLK2|65989"
"ZNF395|55893"
"MYO9B|4650"
"GPRIN2|9721"
"SEC14L1|6397"
"FBXO28|23219"
"FAM119A|151194"
"FLCN|201163"
"DSG2|1829"
"MALL|7851"
"RPRD2|23248"
"WNT4|54361"
"VEGFC|7424"
"TBL2|26608"
"RAMP2|10266"
"FAM127A|8933"
"ZNF572|137209"
"TNK1|8711"
"RNF216L|441191"
"SEPSECS|51091"
"LAMA2|3908"
"RNF26|79102"
"LOC644538|644538"
"RPLP0P2|113157"
"C10orf105|414152"
"C19orf39|126074"
"WDR85|92715"
"TNFRSF25|8718"
"LOC641298|641298"
"LILRA3|11026"
"PPTC7|160760"
"ABHD13|84945"
"ATAD1|84896"
"LOC220594|220594"
"PIBF1|10464"
"TTC21B|79809"
"BAT4|7918"
"GCHFR|2644"
"RAB9A|9367"
"C20orf108|116151"
"GLTSCR1|29998"
"C8orf37|157657"
"IFI6|2537"
"XRCC2|7516"
"HDAC4|9759"
"SPEF2|79925"
"METTL8|79828"
"SERP2|387923"
"EP400|57634"
"ATXN1|6310"
"ZFPM1|161882"
"DOHH|83475"
"B3GNT1|11041"
"NOD1|10392"
"NSUN2|54888"
"NCS1|23413"
"C14orf176|643382"
"DMWD|1762"
"TTC15|51112"
"MTX3|345778"
"APBA1|320"
"MDP1|145553"
"TMEM33|55161"
"ENTPD2|954"
"SLC39A14|23516"
"ASPSCR1|79058"
"HHLA3|11147"
"FAM58A|92002"
"TACSTD2|4070"
"ALDH2|217"
"CSAG2|728461"
"STYXL1|51657"
"C7orf70|84792"
"OLFM4|10562"
"RORA|6095"
"ZNF367|195828"
"EIF2AK3|9451"
"PRCC|5546"
"TIGD2|166815"
"EID2|163126"
"INPP5J|27124"
"PDE1A|5136"
"PDLIM4|8572"
"ALPK1|80216"
"FRS3|10817"
"RWDD1|51389"
"GCNT3|9245"
"RGS3|5998"
"LOC389333|389333"
"POLR2K|5440"
"CATSPER2|117155"
"RPS28|6234"
"SALL1|6299"
"SNHG3-RCC1|751867"
"NDUFS7|374291"
"HIP1|3092"
"BSN|8927"
"SNX5|27131"
"C10orf58|84293"
"MLLT6|4302"
"BNIP1|662"
"TTC38|55020"
"TNFSF12-TNFSF13|407977"
"WHSC1|7468"
"CBLB|868"
"AASS|10157"
"TRIB2|28951"
"SIRPA|140885"
"FBXO25|26260"
"ATF7IP2|80063"
"SORBS1|10580"
"ALDH3A1|218"
"NUPL1|9818"
"ADHFE1|137872"
"HMGA2|8091"
"CTR9|9646"
"TRAF3IP2|10758"
"ZNF667|63934"
"B4GALT4|8702"
"ZNF708|7562"
"BRPF3|27154"
"KIAA1632|57724"
"MSN|4478"
"ZNF605|100289635"
"TIFA|92610"
"FBXO27|126433"
"CNOT4|4850"
"DKFZP686I15217|401232"
"METTL7B|196410"
"SMAD6|4091"
"BZW2|28969"
"PRR5|55615"
"KRT6C|286887"
"FAM123B|139285"
"PLCXD1|55344"
"FAM72B|653820"
"KIF5B|3799"
"SH3GL3|6457"
"PCDHGA1|56114"
"CASC5|57082"
"YDJC|150223"
"CASP9|842"
"UPK3BL|100134938"
"NDUFB2|4708"
"CRABP2|1382"
"RHOQ|23433"
"KTI12|112970"
"SUGT1|10910"
"IRAK1|3654"
"ZNF135|7694"
"TRIO|7204"
"FAT3|120114"
"FASN|2194"
"RPAP3|79657"
"ARL2|402"
"C6orf203|51250"
"ZNF114|163071"
"FTH1|2495"
"FBXO44|93611"
"DHX34|9704"
"CKB|1152"
"APOA1BP|128240"
"PSMC1|5700"
"SNPH|9751"
"BPGM|669"
"PGBD1|84547"
"REEP5|7905"
"KIFC2|90990"
"PLBD1|79887"
"ULK2|9706"
"CD97|976"
"TACC3|10460"
"SUPT3H|8464"
"GPR161|23432"
"SCN8A|6334"
"SLC29A4|222962"
"ZDHHC24|254359"
"F2RL1|2150"
"HEY2|23493"
"PGAP2|27315"
"PAN3|255967"
"PSEN2|5664"
"S1PR5|53637"
"RPN2|6185"
"ANKRD50|57182"
"DNAL1|83544"
"MED4|29079"
"SLC35A5|55032"
"ZFP106|64397"
"ZBTB4|57659"
"DCPS|28960"
"CASK|8573"
"C12orf36|283422"
"VPS26B|112936"
"VPS13B|157680"
"MECR|51102"
"ROCK2|9475"
"PIK3R5|23533"
"HOXA1|3198"
"FGFBP3|143282"
"CORO2A|7464"
"ZSWIM1|90204"
"CCDC8|83987"
"SELT|51714"
"C11orf52|91894"
"ANKRD17|26057"
"LOC388789|388789"
"ACSL5|51703"
"FAM46B|115572"
"LGR4|55366"
"POLL|27343"
"SYPL2|284612"
"OSBPL9|114883"
"SPATA24|202051"
"MITF|4286"
